"path_specification","grid_index","lambda_fraction"
"sensitivity_dense_wide",1,1
"sensitivity_dense_wide",2,0.982836333277003
"sensitivity_dense_wide",3,0.965967258009383
"sensitivity_dense_wide",4,0.949387717927583
"sensitivity_dense_wide",5,0.933092743546167
"sensitivity_dense_wide",6,0.917077450674293
"sensitivity_dense_wide",7,0.901337038951744
"sensitivity_dense_wide",8,0.885866790410083
"sensitivity_dense_wide",9,0.870662068058513
"sensitivity_dense_wide",10,0.855718314494001
"sensitivity_dense_wide",11,0.841031050535261
"sensitivity_dense_wide",12,0.826595873880181
"sensitivity_dense_wide",13,0.812408457786297
"sensitivity_dense_wide",14,0.798464549773909
"sensitivity_dense_wide",15,0.784759970351461
"sensitivity_dense_wide",16,0.7712906117628
"sensitivity_dense_wide",17,0.758052436755926
"sensitivity_dense_wide",18,0.745041477372891
"sensitivity_dense_wide",19,0.732253833760453
"sensitivity_dense_wide",20,0.719685673001152
"sensitivity_dense_wide",21,0.707333227964444
"sensitivity_dense_wide",22,0.695192796177561
"sensitivity_dense_wide",23,0.68326073871574
"sensitivity_dense_wide",24,0.671533479111514
"sensitivity_dense_wide",25,0.66000750228271
"sensitivity_dense_wide",26,0.648679353478851
"sensitivity_dense_wide",27,0.637545637245651
"sensitivity_dense_wide",28,0.626603016407265
"sensitivity_dense_wide",29,0.615848211066026
"sensitivity_dense_wide",30,0.605277997619335
"sensitivity_dense_wide",31,0.594889207793434
"sensitivity_dense_wide",32,0.584678727693759
"sensitivity_dense_wide",33,0.574643496871597
"sensitivity_dense_wide",34,0.564780507406756
"sensitivity_dense_wide",35,0.555086803005981
"sensitivity_dense_wide",36,0.545559478116852
"sensitivity_dense_wide",37,0.536195677056882
"sensitivity_dense_wide",38,0.526992593157566
"sensitivity_dense_wide",39,0.517947467923121
"sensitivity_dense_wide",40,0.509057590203668
"sensitivity_dense_wide",41,0.5003202953826
"sensitivity_dense_wide",42,0.491732964577902
"sensitivity_dense_wide",43,0.483293023857175
"sensitivity_dense_wide",44,0.474997943466141
"sensitivity_dense_wide",45,0.466845237070379
"sensitivity_dense_wide",46,0.458832461010085
"sensitivity_dense_wide",47,0.450957213567615
"sensitivity_dense_wide",48,0.443217134247609
"sensitivity_dense_wide",49,0.435609903069461
"sensitivity_dense_wide",50,0.428133239871939
"sensitivity_dense_wide",51,0.42078490362974
"sensitivity_dense_wide",52,0.413562691781771
"sensitivity_dense_wide",53,0.406464439570963
